freq,currency,nace_r2,geo\TIME_PERIOD	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 
A,MIO_EUR,B-E,IE05	: 	: 	: 	: 	: 	1930.35 	1504.25 	2582.94 	2523.69 	2208.37 	2647.68 	3613.65 	3487.26 	4141.04 	4047.18 	3768.38 	2917.94 	3939.44 	4721.99 	5095.47 	13833.95 	33555.03 	12388.02 	20709.92 	59178.6 	: 
A,MIO_EUR,B-E,IE06	: 	: 	: 	: 	: 	2477.15 	3552.92 	4197.87 	3665.57 	3626.87 	5099.81 	4065.23 	3593.45 	2287.3 	2632.35 	1456.1 	1317.21 	1706.85 	1830.66 	1847.04 	3754.75 	8087.96 	3502.41 	5353.22 	13730.2 	: 
A,MIO_EUR,B-E,IT	44855.1 	49410.44 	51248.2 	55901.78 	58928.6 	65302.8 	67904.3 	71929.9 	73366.7 	73994.7 	73521.6 	78861.9 	83172 	85436.6 	71554.2 	73362.6 	79379.9 	73080.9 	68732.6 	70088.8 	72385.4 	78855.4 	80620 	88472.1 	86647.7 	: 
A,MIO_EUR,B-E,ITC	15690.01 	17924.97 	17793.62 	18962.87 	20756.8 	22992.2 	24566.3 	24508.7 	23690.1 	24225.3 	26138.2 	27441.5 	28658.2 	31563.1 	25970.8 	28371.3 	31742.2 	29418.9 	27288.7 	26920.5 	27718.3 	31005.8 	31384.6 	33545.6 	32583.8 	: 
A,MIO_EUR,B-E,ITC1	5516.55 	6623 	6464.56 	6444.06 	7674.4 	8129.2 	8576.6 	8855.7 	8186.6 	7860.2 	8947.1 	9130 	9642.8 	10594.3 	7775.2 	9686.4 	9513.1 	9009.4 	8183.9 	8987.4 	9212.1 	10416.4 	9951.1 	11248.2 	11349.9 	: 
A,MIO_EUR,B-E,ITC2	137.89 	141.15 	112.3 	154.91 	114.4 	152.5 	154.2 	185.9 	177.6 	160.9 	155 	110.7 	181.4 	368.1 	204.7 	162.8 	245.4 	165.4 	152.2 	124.1 	180.6 	180 	160.3 	170.2 	170.2 	: 
A,MIO_EUR,B-E,ITC3	939.62 	1094.67 	1278.3 	1211.39 	1250.9 	1584.7 	1536.4 	1238.1 	1374.7 	1435 	1707 	1810.9 	1841.7 	1501.1 	1790.8 	1468.9 	1818.2 	1652.5 	1493.5 	1420.4 	1353.5 	1342.9 	1330.5 	1279.2 	1364.9 	: 
A,MIO_EUR,B-E,ITC4	9095.95 	10066.15 	9938.46 	11152.52 	11717.1 	13125.8 	14299.1 	14229 	13951.1 	14769.2 	15329.1 	16389.9 	16992.3 	19099.6 	16200 	17053.1 	20165.6 	18591.6 	17459.1 	16388.7 	16972.1 	19066.4 	19942.7 	20848 	19698.7 	: 
A,MIO_EUR,B-E,ITF	6943.65 	8006.48 	8914.58 	9440.84 	9652.7 	10329.3 	10229.5 	9516.3 	11083 	10538.7 	9898.6 	11078.2 	10841 	8816.7 	7963.5 	7177.5 	7594.7 	7867.9 	7867.7 	7279.3 	7862.9 	7439.9 	7657.9 	8721.5 	8692 	: 
A,MIO_EUR,B-E,ITF1	652.47 	752.88 	665.9 	741.97 	784.2 	867 	1141.2 	1051.5 	1076.8 	944.6 	1107.9 	1308.7 	1213.8 	1348.6 	1176.7 	985.1 	1206.9 	1451.1 	1537.5 	1295.8 	1592.8 	1554.5 	1484.5 	1706.3 	1657.7 	: 
A,MIO_EUR,B-E,ITF2	47.54 	65.33 	87.31 	71.03 	83.6 	108.8 	145 	112.9 	109.4 	143.4 	115 	157.6 	110.9 	138 	101.1 	97.5 	121 	123.5 	154.1 	121.2 	127.3 	133.5 	146.6 	148.2 	136.2 	: 
A,MIO_EUR,B-E,ITF3	4026.54 	4707.24 	5060.41 	5412.98 	5347.6 	5516.3 	5138.1 	5009.3 	6268.1 	5771.7 	4938.2 	5784.1 	5878.9 	4044.7 	3602.3 	3418.2 	3460.7 	3390.8 	3366.1 	2898.8 	3037 	2833.4 	3350.5 	3765.6 	3864.1 	: 
A,MIO_EUR,B-E,ITF4	1476.74 	1846.86 	2255.32 	2261.88 	2478.1 	2891.7 	2796.5 	2398 	2562.3 	2517.8 	2633.8 	2756.1 	2627.6 	2028.9 	1866 	1676.1 	1772.5 	2023.9 	1916.5 	1612.1 	1695.5 	1646.7 	1563.5 	1869 	1858.8 	: 
A,MIO_EUR,B-E,ITF5	460.22 	337.54 	462.46 	486.35 	589.1 	533.4 	550.3 	449.4 	522.1 	673.5 	546.1 	441.9 	473.8 	450.5 	525.7 	377.3 	462.6 	441.5 	556.3 	961.7 	994.2 	858.5 	740.1 	836.6 	763.1 	: 
A,MIO_EUR,B-E,ITF6	280.15 	296.62 	383.28 	466.62 	370.2 	412.1 	458.3 	495.3 	544.3 	487.7 	557.5 	629.8 	536 	806.1 	691.7 	623.2 	571 	437.1 	337.1 	389.6 	416.1 	413.4 	372.8 	395.7 	412 	: 
A,MIO_EUR,B-E,ITG	2221.47 	2139.63 	2465.37 	2845.66 	3146 	3997.4 	3712.8 	4061.7 	3417 	4080.4 	3611 	3739.9 	4410.8 	3855.2 	3006.3 	3399.3 	2879.5 	3009.9 	2328.8 	2669.3 	2553.5 	2786.6 	2779.7 	2924.1 	3324 	: 
A,MIO_EUR,B-E,ITG1	2018.22 	1911.11 	2172.32 	2424.57 	2865.6 	3583.5 	3253.9 	3610.5 	2965.3 	3569.4 	3116.7 	3195.8 	3739.2 	3364 	2610.4 	2982.3 	2533.6 	2521.2 	1965.3 	2182.1 	2078.3 	2341.4 	2397.4 	2427.6 	2771.3 	: 
A,MIO_EUR,B-E,ITG2	203.25 	228.52 	293.05 	421.1 	280.5 	413.9 	458.9 	451.2 	451.7 	510.9 	494.3 	544.1 	671.5 	491.1 	395.9 	417 	345.9 	488.7 	363.5 	487.2 	475.1 	445.2 	382.3 	496.5 	552.7 	: 
A,MIO_EUR,B-E,ITH	11359.14 	12096.26 	12433.04 	14059.05 	14701.1 	15526.8 	17644.9 	20650.6 	20046.7 	20215.2 	19971.4 	21070 	22397.5 	23343.9 	20011.1 	20682.7 	20962.6 	19234.5 	17996.3 	19722.2 	21623.2 	23451.5 	24660.3 	27427.7 	26634.6 	: 
A,MIO_EUR,B-E,ITH1	237.06 	271.02 	284.32 	307.13 	363.2 	399.5 	421.4 	434.7 	483 	540.3 	554.9 	562.4 	564.4 	544.2 	583 	641.2 	715.1 	668.6 	783.7 	794.8 	1146.7 	856 	810 	1304.4 	1276.9 	: 
A,MIO_EUR,B-E,ITH2	351.87 	404.66 	390.61 	487.74 	542.6 	573.5 	637.1 	680.8 	674.2 	763.9 	717.2 	775.7 	765.3 	659.4 	547 	636.5 	794.8 	585.5 	594 	634.1 	688.8 	790.4 	695.9 	1116.5 	1142.4 	: 
A,MIO_EUR,B-E,ITH3	4412.95 	4756.17 	4829.08 	5296.23 	5538.4 	5990.1 	6850 	8166 	7390.8 	7976.1 	8160.2 	8179.8 	8619.1 	8466.5 	8127.8 	8659 	9097.8 	7053 	6313.6 	7171 	7778.2 	8717.1 	9412.1 	10542 	10444.7 	: 
A,MIO_EUR,B-E,ITH4	1193.23 	1331.2 	1347.35 	1478.87 	1576.9 	1554.4 	1829.1 	1907.3 	1956.8 	1802.9 	1987.6 	2133.3 	2249.1 	2405.1 	2210.6 	2013.8 	2107.2 	2185.4 	1909.1 	1849 	2119.9 	2305.8 	2573.5 	2417.4 	2347.5 	: 
A,MIO_EUR,B-E,ITH5	5164.13 	5333.21 	5581.58 	6489.18 	6680.1 	7009.3 	7907.4 	9461.9 	9541.8 	9132 	8551.5 	9418.8 	10199.6 	11268.6 	8542.8 	8732.1 	8247.8 	8741.9 	8395.9 	9273.4 	9889.6 	10782.2 	11168.8 	12047.4 	11423.1 	: 
A,MIO_EUR,B-E,ITI	8551.29 	9076.45 	9432.14 	10426.79 	10519.1 	12264.2 	11590.3 	13089 	14983.8 	14647.3 	13624.9 	15235 	16503.5 	17486.8 	14274 	13305 	15761.9 	13181.9 	12820.6 	12984.7 	12183.5 	13805.8 	13825.4 	15177.2 	14913.9 	: 
A,MIO_EUR,B-E,ITI1	3794.02 	4101.24 	4340.52 	4699.2 	4527 	5473 	4980.5 	5759.3 	6727.5 	6151 	5690.1 	6758.7 	7694.4 	6035 	5236.3 	4941.3 	5393.2 	4494.4 	4494.7 	4961.1 	4875.1 	5570.7 	5354.9 	5941.1 	5602 	: 
A,MIO_EUR,B-E,ITI2	979.43 	1151.51 	1240.66 	1268.57 	1269.2 	1416.5 	1360.6 	1882.5 	1541.4 	1140.6 	1211.3 	1347.5 	1631.5 	1976.8 	1135.4 	1158.3 	1195.3 	831.6 	801.7 	752.4 	836.7 	975.4 	1041.1 	1397.1 	1360.7 	: 
A,MIO_EUR,B-E,ITI3	1291.12 	1374.1 	1241.87 	1459.24 	1603.3 	1652.1 	1855 	1730.3 	1898.3 	1855.9 	1779.6 	2052.1 	2088.2 	2058.1 	1584.2 	2020.5 	2043.6 	1804.1 	1767.9 	1980.3 	1996 	2273 	2405.9 	2711.2 	2607 	: 
A,MIO_EUR,B-E,ITI4	2486.71 	2449.6 	2609.19 	2999.77 	3119.6 	3722.7 	3394.2 	3716.8 	4816.7 	5499.8 	4943.9 	5076.7 	5089.4 	7416.8 	6318 	5184.9 	7129.9 	6051.8 	5756.3 	5291 	4475.7 	4986.7 	5023.6 	5127.8 	5344.2 	: 
A,MIO_EUR,B-E,ITZ	89.54 	166.65 	209.55 	166.57 	152.9 	192.9 	160.5 	103.5 	146 	288 	277.7 	297.4 	361 	370.9 	328.6 	426.8 	438.9 	367.8 	430.5 	512.8 	444 	365.9 	312.1 	676.1 	499.5 	: 
A,MIO_EUR,B-E,ITZZ	89.54 	166.65 	209.55 	166.57 	152.9 	192.9 	160.5 	103.5 	146 	288 	277.7 	297.4 	361 	370.9 	328.6 	426.8 	438.9 	367.8 	430.5 	512.8 	444 	365.9 	312.1 	676.1 	499.5 	: 
A,MIO_EUR,B-E,LT	: 	: 	: 	: 	: 	687.01 	742.65 	841.3 	958.88 	1052.07 	1114.83 	1460.36 	1839.57 	1667.95 	939.41 	1009.41 	1244.85 	1279.46 	1316.53 	1460.63 	1665.44 	1467.23 	1695.28 	1973.85 	2313.02 	: 
A,MIO_EUR,B-E,LT0	: 	: 	: 	: 	: 	687.01 	742.65 	841.3 	958.88 	1052.07 	1114.83 	1460.36 	1839.57 	1667.95 	939.41 	1009.41 	1244.85 	1279.46 	1316.53 	1460.63 	1665.44 	1467.23 	1695.28 	1973.85 	2313.02 	: 
A,MIO_EUR,B-E,LT01	: 	: 	: 	: 	: 	200.78 	215.62 	242.65 	274.73 	299.43 	301.68 	396.77 	507.63 	474.32 	291.86 	390.58 	342.71 	317.91 	293.57 	377.38 	456.03 	405.45 	429.58 	624.19 	803.75 	: 
A,MIO_EUR,B-E,LT02	: 	: 	: 	: 	: 	486.23 	527.03 	598.65 	684.14 	752.65 	813.15 	1063.59 	1331.94 	1193.63 	647.55 	618.84 	902.14 	961.55 	1022.97 	1083.25 	1209.41 	1061.78 	1265.71 	1349.66 	1509.27 	: 
A,MIO_EUR,B-E,LU	584.09 	461.73 	645.39 	584.34 	676.47 	708.25 	826.19 	931.68 	1013.63 	937.25 	909.89 	1001.65 	1120.39 	1191.68 	1046.16 	869.22 	1101.37 	1021.36 	1015.24 	1106.19 	975.94 	1042.79 	1110.76 	1144.98 	1286.73 	1053.61 
A,MIO_EUR,B-E,LU0	584.09 	461.73 	645.39 	584.34 	676.47 	708.25 	826.19 	931.68 	1013.63 	937.25 	909.89 	1001.65 	1120.39 	1191.68 	1046.16 	869.22 	1101.37 	1021.36 	1015.24 	1106.19 	975.94 	1042.79 	1110.76 	1144.98 	1286.73 	1053.61 
A,MIO_EUR,B-E,LU00	584.09 	461.73 	645.39 	584.34 	676.47 	708.25 	826.19 	931.68 	1013.63 	937.25 	909.89 	1001.65 	1120.39 	1191.68 	1046.16 	869.22 	1101.37 	1021.36 	1015.24 	1106.19 	975.94 	1042.79 	1110.76 	1144.98 	1286.73 	1053.61 
A,MIO_EUR,B-E,LV	: 	: 	: 	: 	: 	473.16 	528.02 	595.72 	648.01 	787.99 	961.9 	1102.33 	1396.38 	1467.5 	986.81 	738.3 	1090.68 	1456.01 	1091.21 	1121.15 	1011.25 	867.37 	515.03 	826.75 	1054.44 	: 
A,MIO_EUR,B-E,LV0	: 	: 	: 	: 	: 	473.16 	528.02 	595.72 	648.01 	787.99 	961.9 	1102.33 	1396.38 	1467.5 	986.81 	738.3 	1090.68 	1456.01 	1091.21 	1121.15 	1011.25 	867.37 	515.03 	826.75 	1054.44 	: 
A,MIO_EUR,B-E,LV00	: 	: 	: 	: 	: 	473.16 	528.02 	595.72 	648.01 	787.99 	961.9 	1102.33 	1396.38 	1467.5 	986.81 	738.3 	1090.68 	1456.01 	1091.21 	1121.15 	1011.25 	867.37 	515.03 	826.75 	1054.44 	: 
A,MIO_EUR,B-E,MK	: 	: 	: 	: 	: 	154.3 	153.26 	191.71 	207.26 	196.38 	200.15 	225.62 	344.01 	445.85 	415.22 	408.68 	383.77 	458.77 	481.63 	434.17 	497.83 	491.05 	495.83 	507.76 	539.43 	: 
A,MIO_EUR,B-E,MK0	: 	: 	: 	: 	: 	154.3 	153.26 	191.71 	207.26 	196.38 	200.15 	225.62 	344.01 	445.85 	415.22 	408.68 	383.77 	458.77 	481.63 	434.17 	497.83 	491.05 	495.83 	507.76 	539.43 	: 
A,MIO_EUR,B-E,MK00	: 	: 	: 	: 	: 	154.3 	153.26 	191.71 	207.26 	196.38 	200.15 	225.62 	344.01 	445.85 	415.22 	408.68 	383.77 	458.77 	481.63 	434.17 	497.83 	491.05 	495.83 	507.76 	539.43 	: 
A,MIO_EUR,B-E,MT	205.13 	192.39 	156.55 	145.73 	168.15 	296.44 	195.81 	196.97 	204.46 	178.65 	207.91 	207.08 	269.15 	224.69 	291.98 	488.41 	276.16 	253.52 	359.72 	341.43 	618.41 	407.48 	463.93 	326.18 	317.05 	283.29 
A,MIO_EUR,B-E,MT0	205.13 	192.39 	156.55 	145.73 	168.15 	296.44 	195.81 	196.97 	204.46 	178.65 	207.91 	207.08 	269.15 	224.69 	291.98 	488.41 	276.16 	253.52 	359.72 	341.43 	618.41 	407.48 	463.93 	326.18 	317.05 	283.29 
A,MIO_EUR,B-E,MT00	205.13 	192.39 	156.55 	145.73 	168.15 	296.44 	195.81 	196.97 	204.46 	178.65 	207.91 	207.08 	269.15 	224.69 	291.98 	488.41 	276.16 	253.52 	359.72 	341.43 	618.41 	407.48 	463.93 	326.18 	317.05 	283.29 
A,MIO_EUR,B-E,MTZ	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,MIO_EUR,B-E,MTZZ	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,MIO_EUR,B-E,NL	: 	: 	: 	: 	: 	15824 	15927 	15950 	15712 	15312 	16069 	17768 	19084 	20745 	19578 	19508 	22620 	22671 	21795 	24090 	23418 	24719 	23781 	26504 	28321 	: 
A,MIO_EUR,B-E,NL1	: 	: 	: 	: 	: 	2104.39 	2366.06 	2432.13 	2274.59 	2096.49 	2333.56 	2625.76 	2636.48 	3063.45 	2179.46 	2159.82 	1907.26 	2347.66 	2819.28 	2583.91 	3937 	2940 	2233 	2602 	2595 	: 
A,MIO_EUR,B-E,NL11	: 	: 	: 	: 	: 	733.81 	764.41 	838.48 	733.08 	704.88 	741.1 	836.66 	852.77 	961.62 	1055.42 	837.85 	712.05 	842.7 	686.84 	830.93 	2462 	1340 	1128 	1120 	1316 	: 
A,MIO_EUR,B-E,NL12	: 	: 	: 	: 	: 	380.37 	399.79 	376.3 	369.97 	376.15 	393.84 	398.41 	446.84 	453.77 	538.81 	719.9 	699.67 	761.43 	1358.83 	1141.59 	726 	614 	562 	684 	712 	: 
A,MIO_EUR,B-E,NL13	: 	: 	: 	: 	: 	990.21 	1201.86 	1217.36 	1171.54 	1015.46 	1198.62 	1390.69 	1336.87 	1648.05 	585.23 	602.07 	495.54 	743.53 	773.6 	611.38 	749 	985 	543 	797 	567 	: 
A,MIO_EUR,B-E,NL2	: 	: 	: 	: 	: 	3301.98 	3147.78 	3013.38 	2930.48 	2969.7 	3076.71 	3380.41 	3890.19 	3868.42 	3381.13 	3650.23 	3761.83 	3719.21 	4434.54 	4716.88 	4114 	5066 	4546 	5660 	5397 	: 
A,MIO_EUR,B-E,NL21	: 	: 	: 	: 	: 	1181.14 	1139.14 	1115.66 	1103.16 	1112.17 	1140.86 	1255.29 	1436.87 	1468.52 	1438.3 	966.44 	1203.89 	1358.74 	1305.55 	1264.72 	1259 	1602 	1471 	1687 	1613 	: 
A,MIO_EUR,B-E,NL22	: 	: 	: 	: 	: 	1863.49 	1737.5 	1631.86 	1549.06 	1553.57 	1621.03 	1792.84 	2043.91 	1963.17 	1592.46 	1586.09 	2218.06 	1992.72 	2013.84 	2579.68 	2617 	3062 	2801 	3677 	3458 	: 
A,MIO_EUR,B-E,NL23	: 	: 	: 	: 	: 	257.36 	271.14 	265.87 	278.26 	303.95 	314.81 	332.28 	409.41 	436.73 	350.37 	1097.71 	339.89 	367.75 	1115.15 	872.48 	238 	402 	274 	296 	326 	: 
A,MIO_EUR,B-E,NL3	: 	: 	: 	: 	: 	5231.68 	5017.54 	5143.49 	5198.08 	5200.6 	5289.27 	5891.4 	6336.72 	7118.5 	8038.01 	8046.36 	8758.45 	7993.65 	7961.88 	10165.02 	10014 	10939 	11220 	11616 	13811 	: 
A,MIO_EUR,B-E,NL31	: 	: 	: 	: 	: 	518.29 	498 	480.58 	482.97 	496.51 	513.82 	548.06 	620.54 	669.96 	686.63 	631.55 	623.7 	834.62 	988.93 	851.95 	1811 	1627 	1244 	1514 	1052 	: 
A,MIO_EUR,B-E,NL32	: 	: 	: 	: 	: 	1589.16 	1484.37 	1529.33 	1538.74 	1448.69 	1498.01 	1644.41 	1773.05 	1990.79 	3279.77 	2716.84 	2890.81 	2447.86 	3059.72 	3958.36 	2826 	3124 	4388 	3723 	4475 	: 
A,MIO_EUR,B-E,NL33	: 	: 	: 	: 	: 	2358.45 	2356.17 	2351.39 	2367.75 	2346.51 	2404.45 	2696.47 	2790.93 	3232.45 	3285.13 	3854.35 	4423.06 	4044.42 	3399.59 	4698.56 	4817 	5065 	4830 	5133 	7132 	: 
A,MIO_EUR,B-E,NL34	: 	: 	: 	: 	: 	765.78 	679.01 	782.19 	808.62 	908.9 	872.99 	1002.46 	1152.19 	1225.3 	786.47 	843.62 	820.88 	666.74 	513.63 	656.15 	560 	1123 	759 	1246 	1153 	: 
A,MIO_EUR,B-E,NL4	: 	: 	: 	: 	: 	4628.71 	4580.83 	4527.69 	4504.51 	4383.75 	4537.65 	4894.94 	5349.99 	5528.22 	5021.66 	4695.85 	6197.82 	6511.81 	4836.37 	4648.03 	5028 	5512 	5731 	6534 	6452 	: 
A,MIO_EUR,B-E,NL41	: 	: 	: 	: 	: 	3168 	3191.61 	3111.96 	3097.64 	3046.61 	3154.62 	3365.89 	3652.09 	3854.32 	3692.07 	3454.64 	4474.09 	4431.85 	3608.03 	3342.23 	3506 	3757 	4003 	4808 	4697 	: 
A,MIO_EUR,B-E,NL42	: 	: 	: 	: 	: 	1460.7 	1389.22 	1415.73 	1406.87 	1337.13 	1383.03 	1529.04 	1697.9 	1673.89 	1329.59 	1241.21 	1723.73 	2079.95 	1228.34 	1305.8 	1522 	1755 	1728 	1726 	1754 	: 
A,MIO_EUR,B-E,NLZ	: 	: 	: 	: 	: 	557.25 	814.79 	833.31 	804.35 	661.46 	831.81 	975.49 	870.61 	1166.41 	957.75 	955.74 	1994.63 	2098.68 	1742.94 	1976.16 	325 	262 	50 	92 	66 	: 
A,MIO_EUR,B-E,NLZZ	: 	: 	: 	: 	: 	557.25 	814.79 	833.31 	804.35 	661.46 	831.81 	975.49 	870.61 	1166.41 	957.75 	955.74 	1994.63 	2098.68 	1742.94 	1976.16 	325 	262 	50 	92 	66 	: 
A,MIO_EUR,B-E,NO	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	25305.76 	23543.05 	23084.97 	26762.26 	33652.13 	36218.63 	35116.11 	29962.79 	26255.57 	24907.58 	25442.35 	29155.22 	: 
A,MIO_EUR,B-E,NO0	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	10373.55 	8270.35 	7357.17 	7757.85 	10348.76 	9092.06 	9492.36 	9307.46 	9708.63 	9847.22 	10185.05 	11558.2 	: 
A,MIO_EUR,B-E,NO06	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	597.66 	424.96 	608.05 	627.71 	382.2 	556.06 	656.54 	563.94 	706.95 	921.63 	1359.94 	1412.23 	: 
A,MIO_EUR,B-E,NO07	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1015.36 	880.18 	729.11 	964.15 	973.63 	1011.31 	1056.81 	985.97 	1273.22 	1207.03 	953.37 	1143.12 	: 
A,MIO_EUR,B-E,NO09	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	2017.34 	1477.81 	1212.22 	1017.78 	1395.7 	1549.31 	1384.42 	1119.49 	1211.33 	1213.25 	1620.53 	1754.42 	: 
A,MIO_EUR,B-E,NO0A	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4365.8 	3582.92 	2892.32 	2888.34 	4883.68 	3569.75 	3803.62 	4226.11 	4058.62 	3756.08 	3430.06 	4099.44 	: 
A,MIO_EUR,B-E,NOZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14932.21 	15272.69 	15727.8 	19004.41 	23303.37 	27126.57 	25623.74 	20655.34 	16546.94 	15060.36 	15257.31 	17597.02 	: 
A,MIO_EUR,B-E,NOZZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14932.21 	15272.69 	15727.8 	19004.41 	23303.37 	27126.57 	25623.74 	20655.34 	16546.94 	15060.36 	15257.31 	17597.02 	: 
A,MIO_EUR,B-E,PL	: 	: 	: 	: 	: 	12136.12 	12597.15 	11258.88 	10943.72 	11690.6 	14234.15 	16947.82 	21037.61 	24903.9 	19569.05 	20333.94 	21846.33 	21758.55 	22052.65 	25302.68 	28494.06 	25712.78 	26274.14 	28645.08 	32090.93 	: 
A,MIO_EUR,B-E,PL2	: 	: 	: 	: 	: 	2813.23 	2571.01 	2645.05 	2535.23 	2602.28 	3133.98 	4206.47 	5414.28 	5779.45 	4310.24 	4180.04 	5311.12 	5058.19 	5231.21 	5480.96 	5919.79 	6080.86 	6050.74 	6683.56 	7235.9 	: 
A,MIO_EUR,B-E,PL21	: 	: 	: 	: 	: 	920.86 	764.14 	710.06 	697.56 	858.22 	1047.23 	1331.91 	1582.58 	1489.71 	1025.28 	1092.2 	1474.54 	1365.93 	1522.57 	1705.9 	1905.55 	1739.78 	1696.97 	2003.52 	2046.72 	: 
A,MIO_EUR,B-E,PL22	: 	: 	: 	: 	: 	1892.37 	1806.87 	1934.98 	1837.67 	1744.06 	2086.75 	2874.56 	3831.7 	4289.74 	3284.96 	3087.84 	3836.58 	3692.26 	3708.64 	3775.06 	4014.24 	4341.08 	4353.77 	4680.04 	5189.18 	: 
A,MIO_EUR,B-E,PL4	: 	: 	: 	: 	: 	2130.88 	2212.09 	1869.13 	2091.55 	2293.67 	2356.2 	2771.63 	3287.52 	3990.77 	2572.33 	3206 	3616.22 	3618.66 	3600 	4196.4 	5287.64 	4375.46 	3862.34 	4372.17 	4562.78 	: 
A,MIO_EUR,B-E,PL41	: 	: 	: 	: 	: 	1285.61 	1418.53 	1166.59 	1316.94 	1414.02 	1538.9 	1648.4 	1919.81 	2401.41 	1495.52 	1834.18 	2227.83 	2221.66 	1931.15 	2728.77 	3278.36 	2846.99 	2456.89 	2790.1 	3015.4 	: 
A,MIO_EUR,B-E,PL42	: 	: 	: 	: 	: 	539.64 	412.3 	396.9 	454.81 	586.07 	510.07 	818.3 	837.01 	1067.74 	596.17 	795.3 	710.58 	845.46 	1044.67 	900.03 	1216.03 	732.26 	801.5 	903.44 	924 	: 
A,MIO_EUR,B-E,PL43	: 	: 	: 	: 	: 	305.62 	381.25 	305.65 	319.8 	293.58 	307.23 	304.94 	530.7 	521.63 	480.64 	576.51 	677.81 	551.53 	624.18 	567.6 	793.24 	796.2 	603.95 	678.63 	623.37 	: 
A,MIO_EUR,B-E,PL5	: 	: 	: 	: 	: 	1286.61 	1673.7 	1488.83 	1348.99 	1543.25 	1870.49 	2397.14 	2985.17 	2855.56 	2470.88 	2623.73 	2890.84 	2921.36 	3195 	3649.59 	4312.04 	4281.95 	4097.02 	4587.35 	6768.66 	: 
A,MIO_EUR,B-E,PL51	: 	: 	: 	: 	: 	1055.59 	1431.33 	1259.66 	1123.74 	1266.9 	1481.73 	2003.13 	2405.58 	2321.12 	1909.14 	1960.85 	2259.38 	2295.03 	2629.18 	2838.71 	2896.2 	2808.49 	2975.1 	3666.55 	5771.13 	: 
A,MIO_EUR,B-E,PL52	: 	: 	: 	: 	: 	231.03 	242.37 	229.17 	225.25 	276.35 	388.76 	394 	579.59 	534.44 	561.74 	662.88 	631.46 	626.33 	565.81 	810.89 	1415.84 	1473.46 	1121.92 	920.8 	997.53 	: 
A,MIO_EUR,B-E,PL6	: 	: 	: 	: 	: 	1528.12 	1570.49 	1468.61 	1235.34 	1354.16 	1731.3 	2162.53 	2459.76 	3685.83 	3663.69 	2968.93 	2450.61 	2708.68 	2618.46 	3466.53 	3616.07 	2859.6 	3634.48 	3686.96 	3500.33 	: 
A,MIO_EUR,B-E,PL61	: 	: 	: 	: 	: 	592.78 	738.27 	658.22 	498 	542.77 	689.54 	724.09 	959.11 	1382.65 	1431.28 	1332.77 	983.35 	997.68 	972.48 	1401.67 	1453.36 	1010.73 	1173.83 	1266.69 	1282.81 	: 
A,MIO_EUR,B-E,PL62	: 	: 	: 	: 	: 	258.72 	237.47 	258.72 	286.84 	281.66 	483.22 	648.37 	622.94 	695.03 	501.66 	484.89 	529.53 	681.77 	489.58 	673.95 	751.89 	597.96 	735.02 	1007.39 	905.62 	: 
A,MIO_EUR,B-E,PL63	: 	: 	: 	: 	: 	676.61 	594.76 	551.67 	450.5 	529.73 	558.54 	790.06 	877.71 	1608.15 	1730.75 	1151.28 	937.73 	1029.23 	1156.4 	1390.91 	1410.82 	1250.92 	1725.63 	1412.88 	1311.9 	: 
A,MIO_EUR,B-E,PL7	: 	: 	: 	: 	: 	1138.17 	1217.01 	1008.71 	915.99 	1136.12 	1679.84 	1587.82 	2291.94 	3064.26 	2428.83 	2428.97 	2288.26 	2375.56 	2164.86 	2289.03 	2573.55 	2223.6 	2143.29 	2612.7 	2651.01 	: 
A,MIO_EUR,B-E,PL71	: 	: 	: 	: 	: 	800.61 	923.45 	718.62 	702.79 	864.85 	1265.22 	1208.96 	1728.47 	2057.46 	1677.37 	1798.63 	1595.4 	1660.1 	1646.46 	1826.11 	2015.73 	1842.68 	1622.27 	2034.26 	2027.41 	: 
A,MIO_EUR,B-E,PL72	: 	: 	: 	: 	: 	337.56 	293.56 	290.09 	213.2 	271.27 	414.62 	378.86 	563.47 	1006.81 	751.46 	630.34 	692.86 	715.46 	518.4 	462.92 	557.83 	380.91 	521.02 	578.43 	623.6 	: 
