freq,currency,nace_r2,geo\TIME_PERIOD	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 
A,MIO_EUR,O-U,RO4	: 	: 	: 	: 	: 	184.07 	184.97 	213.08 	249.39 	189.8 	268.69 	458.39 	722.48 	855.56 	737.19 	650.11 	760.04 	537.37 	495.45 	489.93 	585.66 	424.66 	356.66 	493.04 	574.82 	: 
A,MIO_EUR,O-U,RO41	: 	: 	: 	: 	: 	77 	77.33 	89.35 	104.66 	79.34 	112.87 	190.48 	300.15 	357.41 	329.89 	302.17 	286.9 	207.3 	227.04 	193.8 	253.14 	179.87 	155.05 	223.64 	292.33 	: 
A,MIO_EUR,O-U,RO42	: 	: 	: 	: 	: 	107.07 	107.64 	123.73 	144.74 	110.47 	155.82 	267.91 	422.33 	498.15 	407.3 	347.94 	473.14 	330.07 	268.41 	296.13 	332.52 	244.79 	201.61 	269.4 	282.49 	: 
A,MIO_EUR,O-U,RS	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	681.87 	817.44 	796.69 	1369.36 	1867.76 	2222.62 	: 
A,MIO_EUR,O-U,RS1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	507.86 	624.09 	600.91 	1046.73 	1414.36 	1664.5 	: 
A,MIO_EUR,O-U,RS11	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	353.98 	428.31 	418.88 	772.93 	925.48 	1207.79 	: 
A,MIO_EUR,O-U,RS12	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	153.88 	195.78 	182.03 	273.8 	488.88 	456.71 	: 
A,MIO_EUR,O-U,RS2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	174 	193.35 	195.78 	322.63 	453.4 	558.12 	: 
A,MIO_EUR,O-U,RS21	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	109.13 	120.47 	119.77 	162.59 	247.22 	299.94 	: 
A,MIO_EUR,O-U,RS22	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	64.87 	72.88 	76.01 	160.03 	206.18 	258.18 	: 
A,MIO_EUR,O-U,SE	: 	: 	: 	: 	: 	9311.56 	8092.73 	8493.96 	8229.54 	8062.43 	8271.96 	9190.87 	9393.95 	9372.04 	8386.49 	10036.28 	10945.31 	11237.81 	12157.08 	11627.52 	11825.84 	13300.91 	14072.71 	14485.83 	14217.54 	: 
A,MIO_EUR,O-U,SE1	: 	: 	: 	: 	: 	3921.04 	3581.05 	3685.8 	3526.56 	3549.75 	3485.49 	3872.32 	4131.63 	3865.86 	3353.49 	4297.23 	5014.4 	5044.52 	5687.45 	5392.65 	5164.59 	5953.38 	6205.13 	6330.09 	5877.18 	: 
A,MIO_EUR,O-U,SE11	: 	: 	: 	: 	: 	2545.82 	2333.85 	2326.03 	2246.88 	2329.93 	2223.72 	2406.96 	2588.19 	2356.58 	1997.34 	2708.84 	3313.81 	3206.53 	3712.65 	3251.52 	3118.94 	3808.89 	3772.35 	3801.7 	3678.41 	: 
A,MIO_EUR,O-U,SE12	: 	: 	: 	: 	: 	1375.22 	1247.2 	1359.77 	1279.67 	1219.82 	1261.77 	1465.36 	1543.44 	1509.28 	1356.14 	1588.4 	1700.59 	1837.98 	1974.8 	2141.12 	2045.65 	2144.49 	2432.77 	2528.39 	2198.77 	: 
A,MIO_EUR,O-U,SE2	: 	: 	: 	: 	: 	3696.18 	3139.35 	3353.2 	3263.3 	3116.84 	3311.28 	3656.53 	3642.01 	3669.61 	3385.13 	3826.45 	4155.13 	4401.37 	4528.46 	4346.87 	4606.62 	5259.11 	5626.1 	5904.78 	5958.77 	: 
A,MIO_EUR,O-U,SE21	: 	: 	: 	: 	: 	603.54 	603.78 	596.11 	593.26 	568.81 	601.69 	672.98 	670.8 	779.91 	718.42 	803.06 	792.04 	814.21 	838 	766.83 	784.2 	939.81 	884.58 	940.21 	1041.45 	: 
A,MIO_EUR,O-U,SE22	: 	: 	: 	: 	: 	1359 	1166.38 	1210.44 	1182.68 	1101.78 	1146.06 	1378.48 	1389.5 	1142.88 	1098.21 	1252.77 	1466.48 	1539.85 	1694.97 	1577.73 	1711.02 	1884.48 	2000.71 	2081.53 	2080.54 	: 
A,MIO_EUR,O-U,SE23	: 	: 	: 	: 	: 	1733.65 	1369.19 	1546.65 	1487.36 	1446.25 	1563.53 	1605.07 	1581.71 	1746.82 	1568.49 	1770.63 	1896.61 	2047.31 	1995.49 	2002.31 	2111.4 	2434.81 	2740.81 	2883.03 	2836.78 	: 
A,MIO_EUR,O-U,SE3	: 	: 	: 	: 	: 	1694.34 	1372.32 	1454.96 	1439.69 	1395.83 	1475.19 	1662.02 	1620.31 	1836.57 	1647.88 	1912.6 	1775.79 	1791.91 	1941.17 	1888 	2054.63 	2088.42 	2241.49 	2250.96 	2381.6 	: 
A,MIO_EUR,O-U,SE31	: 	: 	: 	: 	: 	627.81 	500.26 	542.62 	543.28 	529.57 	579.82 	624.35 	568.64 	723.33 	772.57 	858.1 	758.16 	712.31 	790.27 	761.44 	849.31 	827.87 	859.77 	862.81 	939.74 	: 
A,MIO_EUR,O-U,SE32	: 	: 	: 	: 	: 	367.19 	317.23 	330.2 	319.26 	314.76 	317.7 	369.45 	402.16 	421.94 	296.92 	371.17 	357.26 	369.14 	400.74 	436.01 	398.89 	431.41 	445.87 	448.42 	443.57 	: 
A,MIO_EUR,O-U,SE33	: 	: 	: 	: 	: 	699.33 	554.83 	582.14 	577.15 	551.49 	577.66 	668.22 	649.51 	691.3 	578.39 	683.32 	660.37 	710.47 	750.16 	690.55 	806.44 	829.14 	935.85 	939.73 	998.29 	: 
A,MIO_EUR,O-U,SI	: 	: 	: 	: 	: 	883.12 	1004.61 	992.47 	1033.04 	1135 	1256.11 	1440.49 	1682.2 	1863.2 	1856.33 	1859.29 	1454.99 	1474.09 	1542.83 	1879.26 	1837.97 	1240.3 	1306.35 	1692.48 	1811.9 	: 
A,MIO_EUR,O-U,SI0	: 	: 	: 	: 	: 	883.12 	1004.61 	992.47 	1033.04 	1135 	1256.11 	1440.49 	1682.2 	1863.2 	1856.33 	1859.29 	1454.99 	1474.09 	1542.83 	1879.26 	1837.97 	1240.3 	1306.35 	1692.48 	1811.9 	: 
A,MIO_EUR,O-U,SI03	: 	: 	: 	: 	: 	319.1 	324.89 	457.69 	399.11 	410.58 	523.08 	519 	923.26 	868.55 	850.22 	752.92 	680.75 	642.75 	668.22 	859.42 	780.27 	517.96 	512.1 	814.48 	768.18 	: 
A,MIO_EUR,O-U,SI04	: 	: 	: 	: 	: 	564.02 	679.73 	534.78 	633.93 	724.42 	733.03 	921.48 	758.94 	994.65 	1006.11 	1106.37 	774.24 	831.34 	874.61 	1019.85 	1057.7 	722.34 	794.25 	878 	1043.73 	: 
A,MIO_EUR,O-U,SK	: 	: 	: 	: 	: 	704.2 	855.66 	932.06 	757.23 	739.61 	1161.5 	1857.81 	1881.37 	2118.46 	2483.51 	2510.91 	2867.51 	2352.37 	2518.02 	2016.9 	3305.11 	1997.36 	2111.37 	2708.21 	2790.44 	: 
A,MIO_EUR,O-U,SK0	: 	: 	: 	: 	: 	704.2 	855.66 	932.06 	757.23 	739.61 	1161.5 	1857.81 	1881.37 	2118.46 	2483.51 	2510.91 	2867.51 	2352.37 	2518.02 	2016.9 	3305.11 	1997.36 	2111.37 	2708.21 	2790.44 	: 
A,MIO_EUR,O-U,SK01	: 	: 	: 	: 	: 	151.17 	179.52 	206.33 	161.78 	159.84 	255.94 	426.31 	445.72 	497.9 	628.71 	630.58 	767.12 	508.55 	545.18 	192.41 	294.32 	154.54 	218.08 	277.74 	273.72 	: 
A,MIO_EUR,O-U,SK02	: 	: 	: 	: 	: 	204.01 	251.2 	281.02 	219.36 	210.68 	352.65 	545.93 	527.05 	616.82 	671.38 	702.49 	781.73 	665.81 	745.54 	601.81 	1057.56 	630.73 	632.88 	880.88 	889.17 	: 
A,MIO_EUR,O-U,SK03	: 	: 	: 	: 	: 	166.8 	201.92 	226.24 	184.8 	182.06 	279.04 	438.41 	452.81 	483.18 	581.39 	587.81 	658.02 	565.4 	577.95 	551.49 	893.63 	547.64 	618.22 	719.09 	757.81 	: 
A,MIO_EUR,O-U,SK04	: 	: 	: 	: 	: 	182.22 	223.01 	218.47 	191.29 	187.03 	273.88 	447.16 	455.78 	520.56 	602.03 	590.03 	660.64 	612.61 	649.35 	671.2 	1059.6 	664.46 	642.19 	830.5 	869.74 	: 
A,MIO_EUR,R-U,AT	: 	: 	: 	: 	: 	967 	992 	1004 	980 	980 	1008 	1076 	1093 	1205 	1252 	1234 	1248 	1426 	1497 	1709 	1779 	1880 	2177 	2299 	2920 	: 
A,MIO_EUR,R-U,AT1	: 	: 	: 	: 	: 	531 	539 	518 	495 	513 	531 	539 	552 	620 	637 	635 	640 	738 	777 	893 	893 	930 	1056 	1157 	1545 	: 
A,MIO_EUR,R-U,AT11	: 	: 	: 	: 	: 	21 	24 	25 	21 	26 	20 	23 	23 	25 	25 	28 	28 	28 	29 	38 	47 	45 	55 	52 	60 	: 
A,MIO_EUR,R-U,AT12	: 	: 	: 	: 	: 	144 	139 	129 	135 	151 	147 	144 	149 	180 	187 	177 	167 	183 	209 	258 	266 	246 	288 	322 	416 	: 
A,MIO_EUR,R-U,AT13	: 	: 	: 	: 	: 	367 	376 	364 	339 	336 	363 	372 	381 	415 	426 	430 	445 	527 	538 	597 	581 	638 	713 	782 	1068 	: 
A,MIO_EUR,R-U,AT2	: 	: 	: 	: 	: 	148 	157 	168 	165 	161 	172 	193 	186 	197 	202 	195 	207 	246 	253 	282 	285 	296 	362 	390 	469 	: 
A,MIO_EUR,R-U,AT21	: 	: 	: 	: 	: 	55 	55 	61 	60 	54 	54 	83 	72 	71 	69 	62 	68 	83 	84 	85 	85 	96 	99 	104 	123 	: 
A,MIO_EUR,R-U,AT22	: 	: 	: 	: 	: 	93 	101 	106 	105 	106 	118 	110 	114 	126 	132 	133 	138 	163 	169 	196 	201 	201 	262 	286 	346 	: 
A,MIO_EUR,R-U,AT3	: 	: 	: 	: 	: 	288 	296 	318 	320 	306 	306 	344 	355 	388 	413 	404 	401 	442 	467 	534 	601 	654 	759 	752 	907 	: 
A,MIO_EUR,R-U,AT31	: 	: 	: 	: 	: 	117 	119 	141 	144 	121 	110 	132 	131 	151 	158 	163 	164 	173 	177 	206 	233 	259 	295 	284 	339 	: 
A,MIO_EUR,R-U,AT32	: 	: 	: 	: 	: 	61 	63 	64 	62 	75 	80 	81 	87 	95 	89 	87 	85 	97 	101 	125 	139 	145 	198 	182 	225 	: 
A,MIO_EUR,R-U,AT33	: 	: 	: 	: 	: 	66 	69 	73 	77 	75 	75 	84 	86 	90 	110 	94 	95 	105 	113 	130 	153 	165 	176 	182 	215 	: 
A,MIO_EUR,R-U,AT34	: 	: 	: 	: 	: 	44 	45 	40 	37 	36 	40 	46 	50 	52 	57 	60 	58 	68 	76 	73 	76 	86 	90 	104 	128 	: 
A,MIO_EUR,R-U,ATZ	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,MIO_EUR,R-U,ATZZ	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,MIO_EUR,R-U,BE	: 	: 	: 	: 	: 	921.5 	901.5 	853.5 	981.6 	1063.8 	999.7 	1151.9 	1229.6 	1194.9 	1067 	1080.7 	1242.9 	1289.3 	1221.9 	1389 	1451.5 	1517.6 	1421.3 	1569.3 	1735 	: 
A,MIO_EUR,R-U,BE1	: 	: 	: 	: 	: 	: 	: 	: 	239.7 	230.1 	229.1 	224.4 	199 	197.8 	222.3 	211.4 	213.3 	238.3 	209 	305.2 	261.2 	268.9 	257.3 	314.7 	306.1 	: 
A,MIO_EUR,R-U,BE10	: 	: 	: 	: 	: 	: 	: 	: 	239.7 	230.1 	229.1 	224.4 	199 	197.8 	222.3 	211.4 	213.3 	238.3 	209 	305.2 	261.2 	268.9 	257.3 	314.7 	306.1 	: 
A,MIO_EUR,R-U,BE2	: 	: 	: 	: 	: 	: 	: 	: 	479.9 	529.1 	535.9 	654.7 	702.1 	693.8 	592.4 	598.1 	745.2 	752.5 	729.5 	784.6 	839.5 	890 	824.6 	883.8 	939.3 	: 
A,MIO_EUR,R-U,BE21	: 	: 	: 	: 	: 	: 	: 	: 	144.3 	159.7 	169.9 	236.2 	254.1 	214.9 	167 	169.5 	211.3 	240.1 	217.4 	195.2 	233.3 	284.6 	303.8 	233.7 	278.6 	: 
A,MIO_EUR,R-U,BE22	: 	: 	: 	: 	: 	: 	: 	: 	64 	56.9 	50.8 	69.5 	87 	84.3 	77.8 	68.2 	96.3 	88.3 	83.9 	98.5 	82 	95.3 	52.1 	111 	120.2 	: 
A,MIO_EUR,R-U,BE23	: 	: 	: 	: 	: 	: 	: 	: 	100.6 	137.1 	133.4 	138.8 	150 	147.9 	130.8 	147.1 	174.3 	157.2 	167 	201 	226.3 	238 	245.5 	254.8 	212.5 	: 
A,MIO_EUR,R-U,BE24	: 	: 	: 	: 	: 	: 	: 	: 	72 	73.7 	69.1 	75.9 	87.7 	106.8 	84.8 	93.6 	102.2 	101.9 	106.6 	97.7 	115.7 	99.8 	96.2 	116.8 	127.9 	: 
A,MIO_EUR,R-U,BE25	: 	: 	: 	: 	: 	: 	: 	: 	99 	101.7 	112.7 	134.3 	123.3 	139.9 	132 	119.7 	161.1 	165 	154.6 	192.2 	182.2 	172.3 	127 	167.5 	200.1 	: 
A,MIO_EUR,R-U,BE3	: 	: 	: 	: 	: 	: 	: 	: 	262 	304.6 	234.7 	272.8 	328.5 	303.3 	252.3 	271.2 	284.4 	298.5 	283.4 	299.2 	350.8 	358.7 	339.4 	370.8 	489.6 	: 
A,MIO_EUR,R-U,BE31	: 	: 	: 	: 	: 	: 	: 	: 	30.8 	33.6 	35.7 	34.2 	38.3 	35.5 	43.2 	42.5 	39.4 	43.6 	48.3 	50.6 	56.7 	50.3 	40.4 	77.4 	97.5 	: 
A,MIO_EUR,R-U,BE32	: 	: 	: 	: 	: 	: 	: 	: 	94.9 	128.7 	81.6 	90.6 	100.2 	99.3 	76.4 	82.3 	96.7 	102.5 	94.4 	97.9 	144.5 	125.7 	100.8 	112 	176.8 	: 
A,MIO_EUR,R-U,BE33	: 	: 	: 	: 	: 	: 	: 	: 	76.8 	82.8 	69.4 	85.6 	111.1 	90.8 	71.3 	80 	101.2 	91.7 	88.8 	94.8 	87.4 	109.1 	103.8 	109.9 	134.7 	: 
A,MIO_EUR,R-U,BE34	: 	: 	: 	: 	: 	: 	: 	: 	22.9 	21.3 	17.2 	21.2 	27.2 	26.1 	19.7 	18.8 	19.9 	22.9 	13.9 	16.8 	22.8 	25.8 	34.5 	22.8 	28.2 	: 
A,MIO_EUR,R-U,BE35	: 	: 	: 	: 	: 	: 	: 	: 	36.6 	38.2 	30.8 	41.2 	51.7 	51.6 	41.7 	47.6 	27.2 	37.8 	38 	39.1 	39.4 	47.8 	59.9 	48.7 	52.4 	: 
A,MIO_EUR,R-U,BG	: 	: 	: 	: 	: 	13.86 	17.45 	26.62 	18.21 	33.75 	28.48 	40.33 	98.54 	80.49 	54.78 	114.04 	45.9 	120.01 	119.49 	100.64 	263.66 	142.91 	119.75 	132.55 	143.78 	: 
A,MIO_EUR,R-U,BG3	: 	: 	: 	: 	: 	5.43 	3.37 	5.66 	1.99 	3.2 	4.66 	10.08 	11.39 	26.29 	8.45 	26.31 	10.82 	24.35 	19.17 	31.25 	41.23 	47.45 	34.97 	44.54 	51.75 	: 
A,MIO_EUR,R-U,BG31	: 	: 	: 	: 	: 	0.09 	0.13 	0.54 	0.08 	0.07 	0.24 	0.81 	0.47 	1.43 	0.74 	7.81 	0.9 	1.99 	0.8 	3.67 	8.62 	7.32 	7.01 	4.75 	3.81 	: 
A,MIO_EUR,R-U,BG32	: 	: 	: 	: 	: 	0.77 	0.4 	1.43 	0.5 	1.11 	1.66 	0.78 	2.18 	1.85 	1.71 	3.75 	2.35 	4.14 	2.36 	2.5 	5.53 	8.17 	5.35 	7.62 	12.98 	: 
A,MIO_EUR,R-U,BG33	: 	: 	: 	: 	: 	4.17 	2.56 	3.25 	1.3 	1.37 	2.01 	3.51 	3.58 	9.46 	3.33 	8.12 	4.43 	8.26 	12.75 	10.95 	11.81 	12.57 	11.94 	12.68 	16.2 	: 
A,MIO_EUR,R-U,BG34	: 	: 	: 	: 	: 	0.41 	0.28 	0.44 	0.11 	0.66 	0.74 	4.98 	5.16 	13.54 	2.67 	6.64 	3.15 	9.96 	3.26 	14.13 	15.26 	19.39 	10.67 	19.5 	18.75 	: 
A,MIO_EUR,R-U,BG4	: 	: 	: 	: 	: 	8.43 	14.08 	20.96 	16.22 	30.55 	23.82 	30.25 	87.15 	54.2 	46.33 	87.73 	35.07 	95.66 	100.32 	69.39 	222.43 	95.46 	84.78 	88.01 	92.03 	: 
A,MIO_EUR,R-U,BG41	: 	: 	: 	: 	: 	5.85 	10.72 	19.6 	16.11 	21.96 	18.79 	25.49 	43.73 	37.36 	27.12 	74.29 	30.79 	78.58 	62.18 	55.63 	196.48 	75.64 	56.16 	62.86 	70.57 	: 
A,MIO_EUR,R-U,BG42	: 	: 	: 	: 	: 	2.58 	3.36 	1.37 	0.11 	8.59 	5.03 	4.76 	43.42 	16.84 	19.21 	13.44 	4.28 	17.09 	38.14 	13.76 	25.95 	19.82 	28.62 	25.15 	21.47 	: 
A,MIO_EUR,R-U,CY	: 	: 	: 	: 	: 	42.44 	52.62 	52.7 	62.1 	77.33 	68.32 	71.9 	74.56 	93.83 	101.11 	95.6 	127.55 	121.07 	63.37 	49.1 	42.86 	33.45 	46.57 	118.48 	93.56 	89.14 
A,MIO_EUR,R-U,CY0	: 	: 	: 	: 	: 	42.44 	52.62 	52.7 	62.1 	77.33 	68.32 	71.9 	74.56 	93.83 	101.11 	95.6 	127.55 	121.07 	63.37 	49.1 	42.86 	33.45 	46.57 	118.48 	93.56 	89.14 
A,MIO_EUR,R-U,CY00	: 	: 	: 	: 	: 	42.44 	52.62 	52.7 	62.1 	77.33 	68.32 	71.9 	74.56 	93.83 	101.11 	95.6 	127.55 	121.07 	63.37 	49.1 	42.86 	33.45 	46.57 	118.48 	93.56 	89.14 
A,MIO_EUR,R-U,CZ	180.25 	223.09 	186.14 	306.78 	358.67 	420.12 	417.66 	479.13 	713.15 	497.88 	682.39 	644.1 	696.07 	827.31 	818.38 	674.89 	758.64 	708.14 	615.63 	582.36 	709.41 	718.02 	726.35 	821.03 	785.94 	752.3 
A,MIO_EUR,R-U,CZ0	180.25 	223.09 	186.14 	306.78 	358.67 	420.12 	417.66 	479.13 	713.15 	497.88 	682.39 	644.1 	696.07 	827.31 	818.38 	674.89 	758.64 	708.14 	615.63 	582.36 	709.41 	718.02 	726.35 	821.03 	785.94 	752.3 
A,MIO_EUR,R-U,CZ01	53.78 	100.3 	75.73 	154.21 	125.26 	133.18 	132.21 	136.02 	205.87 	161.46 	183.06 	204.64 	216.49 	273.15 	371.67 	241.26 	335.79 	223.43 	330.64 	177.26 	264.12 	244.58 	259.67 	282.96 	335.76 	325.5 
A,MIO_EUR,R-U,CZ02	8.33 	13.12 	8.96 	10.04 	13.91 	21.71 	19.73 	27.56 	62.55 	35.65 	54.73 	55.64 	41.89 	62.86 	76.75 	54.18 	44.61 	47.4 	26.71 	52.11 	47.73 	63.25 	59.56 	63.09 	55.4 	44.45 
A,MIO_EUR,R-U,CZ03	31.19 	18.25 	14.17 	25.52 	27.41 	28.54 	65.02 	39.12 	71.53 	46.16 	59.57 	57.12 	79.27 	70.91 	48 	53.51 	35.58 	46.64 	52.69 	40.89 	49.01 	70.06 	72.32 	76.15 	68.29 	95.67 
A,MIO_EUR,R-U,CZ04	10.89 	10.48 	22.88 	11.23 	30.34 	41.63 	30.73 	45.9 	64.25 	33.71 	53.22 	51.69 	71.78 	56.56 	45.92 	76.06 	89.75 	107.96 	20.82 	34.46 	53.81 	33.03 	39.66 	35.91 	41.6 	28.09 
A,MIO_EUR,R-U,CZ05	28.56 	22.43 	20.04 	28.82 	64.55 	81.46 	44.44 	55.32 	76.24 	51.99 	137.43 	85.03 	80.39 	65.46 	58.33 	49.2 	47.74 	60.44 	38.91 	37.12 	48.21 	65.14 	78.25 	143.99 	83.48 	55.64 
A,MIO_EUR,R-U,CZ06	18.71 	30.44 	14.78 	33.48 	46.01 	55.11 	57.39 	55.09 	112.92 	62.06 	83.47 	64.92 	88.71 	143.03 	90.07 	98.88 	78.81 	93.36 	54.2 	127.36 	103.16 	108.16 	84.4 	97.28 	95.71 	109.09 
A,MIO_EUR,R-U,CZ07	13.2 	11.41 	16.56 	20.25 	27.63 	24.72 	36.13 	60.87 	63.74 	55.09 	61.61 	58.68 	58.92 	75.36 	73.99 	51.18 	53.76 	53 	34.72 	49.39 	48.39 	70.06 	76.5 	64.76 	54.34 	56.7 
A,MIO_EUR,R-U,CZ08	15.59 	16.66 	13.05 	23.25 	23.53 	33.79 	32.02 	59.31 	56.02 	51.77 	49.22 	66.4 	58.63 	79.93 	53.64 	50.62 	72.59 	75.91 	56.93 	63.77 	94.98 	63.73 	55.99 	56.89 	51.34 	37.16 
A,MIO_EUR,R-U,DE	: 	: 	: 	: 	: 	10709.59 	10704.94 	10018.87 	10033.05 	9965.54 	11456.59 	12229.94 	13219.19 	12356.83 	11944.41 	11769.19 	11651.77 	11236.11 	11496 	11972.12 	12532.61 	12268.01 	12955.34 	13015.49 	13489.79 	: 
A,MIO_EUR,R-U,DE1	: 	: 	: 	: 	: 	1777.17 	1672.7 	1604.68 	1606.62 	1604.52 	1778.1 	1938.68 	1970.12 	2052.07 	1816.48 	2049.54 	1737.81 	1654.34 	1604.01 	1546.24 	1948.51 	1727.79 	2191.93 	2106.78 	2084.11 	: 
A,MIO_EUR,R-U,DE11	: 	: 	: 	: 	: 	676.11 	604.91 	596.34 	624.49 	675.59 	754.11 	776.28 	720.86 	736.23 	854.01 	677.08 	777.46 	628.64 	776.13 	600.88 	782.38 	666.26 	861.8 	642.49 	589.2 	: 
A,MIO_EUR,R-U,DE12	: 	: 	: 	: 	: 	500.23 	476.69 	438.24 	402.45 	386.24 	448.98 	527.58 	557.92 	626.44 	369.51 	445.41 	357.97 	422.5 	327.03 	373.14 	420.32 	413.68 	572.71 	410.57 	404.46 	: 
A,MIO_EUR,R-U,DE13	: 	: 	: 	: 	: 	331.28 	343.48 	316.84 	325.33 	288.78 	328.82 	372.33 	410.68 	368.58 	275.55 	438 	318.09 	277.42 	269.84 	275.28 	370.45 	374.98 	436.87 	373.52 	685.59 	: 
A,MIO_EUR,R-U,DE14	: 	: 	: 	: 	: 	269.54 	247.63 	253.27 	254.35 	253.92 	246.2 	262.5 	280.66 	320.82 	317.4 	489.06 	284.29 	325.79 	231.01 	296.95 	375.35 	272.88 	320.55 	680.2 	404.86 	: 
A,MIO_EUR,R-U,DE2	: 	: 	: 	: 	: 	2056.2 	1959.9 	1874.95 	1753.98 	1667.89 	1948.14 	2266.14 	2204.7 	2061.41 	2442.39 	2280.33 	1916.93 	1896.98 	2054.41 	2366.61 	2628.92 	2503.24 	2765.63 	3072.74 	2711.16 	: 
A,MIO_EUR,R-U,DE21	: 	: 	: 	: 	: 	838.82 	825.8 	764.79 	741.01 	693.01 	812.49 	1124.55 	909.63 	843.6 	815.67 	1065.12 	814.19 	729.77 	911.12 	907.78 	997.68 	904.22 	1265.56 	1317.43 	1178.81 	: 
A,MIO_EUR,R-U,DE22	: 	: 	: 	: 	: 	148.01 	141.09 	140.52 	130.12 	111.22 	157.61 	132.1 	155.47 	147.19 	124.54 	163.52 	131.4 	175.39 	180.25 	208.2 	182.76 	294.45 	148.34 	163.36 	219.34 	: 
A,MIO_EUR,R-U,DE23	: 	: 	: 	: 	: 	134.4 	156.31 	135.69 	122.11 	120.16 	134.36 	134.83 	145.92 	156.22 	159.37 	202.19 	123.62 	125.09 	117.33 	250.33 	252.13 	182.34 	202.78 	267.65 	326.41 	: 
A,MIO_EUR,R-U,DE24	: 	: 	: 	: 	: 	155.38 	138.51 	172.12 	130.93 	134.76 	141.23 	163.21 	170.31 	172.95 	238.66 	151.47 	231.46 	175.13 	134.4 	133.7 	239.44 	159.34 	186.89 	150.11 	145.76 	: 
A,MIO_EUR,R-U,DE25	: 	: 	: 	: 	: 	269.33 	254.71 	249.03 	247.36 	218.63 	284.29 	272 	348.38 	306.07 	410.06 	298.99 	199.54 	267.25 	293.11 	322.72 	373.97 	294.64 	468.67 	392.11 	275.24 	: 
A,MIO_EUR,R-U,DE26	: 	: 	: 	: 	: 	195.94 	196.66 	173.73 	154.05 	161.17 	184.73 	190.76 	185.72 	181.65 	249.02 	146.58 	139.19 	170.78 	157.78 	186.09 	251.54 	341.13 	160.97 	300.69 	277.21 	: 
A,MIO_EUR,R-U,DE27	: 	: 	: 	: 	: 	314.31 	246.82 	239.09 	228.41 	228.94 	233.43 	248.7 	289.28 	253.74 	445.06 	252.45 	277.53 	253.57 	260.42 	357.79 	331.4 	327.13 	332.43 	481.39 	288.4 	: 
A,MIO_EUR,R-U,DE3	: 	: 	: 	: 	: 	957.06 	819.29 	755.88 	741.58 	1005.35 	886.05 	911.19 	954.81 	1203.47 	677.16 	624.51 	711.26 	1550.61 	779.69 	647.27 	936.38 	778.13 	1033.58 	930.84 	999.44 	: 
A,MIO_EUR,R-U,DE30	: 	: 	: 	: 	: 	957.06 	819.29 	755.88 	741.58 	1005.35 	886.05 	911.19 	954.81 	1203.47 	677.16 	624.51 	711.26 	1550.61 	779.69 	647.27 	936.38 	778.13 	1033.58 	930.84 	999.44 	: 
A,MIO_EUR,R-U,DE4	: 	: 	: 	: 	: 	315.14 	366.01 	305.07 	296.87 	283.49 	331.36 	358.7 	375.31 	346.45 	303.69 	355.58 	372.25 	310.02 	318.95 	329.61 	293.9 	358.2 	269.24 	323.32 	388.41 	: 
A,MIO_EUR,R-U,DE40	: 	: 	: 	: 	: 	315.14 	366.01 	305.07 	296.87 	283.49 	331.36 	358.7 	375.31 	346.45 	303.69 	355.58 	372.25 	310.02 	318.95 	329.61 	293.9 	358.2 	269.24 	323.32 	388.41 	: 
A,MIO_EUR,R-U,DE5	: 	: 	: 	: 	: 	79.38 	90.95 	79.24 	73.16 	93.35 	93.2 	100.93 	104.71 	102.53 	208.67 	97.1 	190.53 	102.18 	99 	86.76 	94.17 	98.11 	121.42 	102.55 	117.61 	: 
A,MIO_EUR,R-U,DE50	: 	: 	: 	: 	: 	79.38 	90.95 	79.24 	73.16 	93.35 	93.2 	100.93 	104.71 	102.53 	208.67 	97.1 	190.53 	102.18 	99 	86.76 	94.17 	98.11 	121.42 	102.55 	117.61 	: 
A,MIO_EUR,R-U,DE6	: 	: 	: 	: 	: 	283.2 	367.98 	357.55 	453.86 	342.77 	420.59 	463.86 	473.89 	458.51 	261.13 	255.2 	320.67 	276.4 	364.94 	250.03 	288.23 	314.59 	319.43 	290.6 	650.99 	: 
